_id,idx,vervar,var,turvar,tahun,turtahun,nilai
333,332,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2002,,295170
334,333,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2003,,412760
335,334,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2004,,561229
336,335,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2005,,761953
337,336,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2006,,791797
338,337,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2007,,956233
339,338,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2008,,1131620
340,339,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2009,,1004170
341,340,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2010,,1396200
342,341,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2011,,1742850
343,342,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2012,,1817780
344,343,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2013,,1950380
345,344,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Impor,2014,,
346,345,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,24109
347,346,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,22545
348,347,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,30426
349,348,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,25468
350,349,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,32097
351,350,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,1073081871
352,351,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,177583
353,352,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,261582
354,353,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,297040
355,354,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,197620
356,355,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,182070
357,356,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,156330
358,357,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,231160
359,358,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,259870
360,359,Cina/Tiongkok,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
361,360,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2000,,50367
362,361,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2001,,51077
363,362,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2002,,56308
364,363,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2003,,65280
365,364,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2004,,75568
366,365,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2005,,83569
367,366,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2006,,91703
368,367,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2007,,101954
369,368,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2008,,115929
370,369,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2009,,91817
371,370,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2010,,95758
372,371,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2011,,111900
373,372,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2012,,106125
374,373,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2013,,111351
375,374,Denmark,Neraca Perdagangan beberapa Negara,Ekspor,2014,,110489
376,375,Denmark,Neraca Perdagangan beberapa Negara,Impor,2000,,44377
377,376,Denmark,Neraca Perdagangan beberapa Negara,Impor,2001,,44132
378,377,Denmark,Neraca Perdagangan beberapa Negara,Impor,2002,,48890
379,378,Denmark,Neraca Perdagangan beberapa Negara,Impor,2003,,56227
380,379,Denmark,Neraca Perdagangan beberapa Negara,Impor,2004,,66845
381,380,Denmark,Neraca Perdagangan beberapa Negara,Impor,2005,,74265
382,381,Denmark,Neraca Perdagangan beberapa Negara,Impor,2006,,85103
383,382,Denmark,Neraca Perdagangan beberapa Negara,Impor,2007,,97324
384,383,Denmark,Neraca Perdagangan beberapa Negara,Impor,2008,,109158
385,384,Denmark,Neraca Perdagangan beberapa Negara,Impor,2009,,80372
386,385,Denmark,Neraca Perdagangan beberapa Negara,Impor,2010,,83170
387,386,Denmark,Neraca Perdagangan beberapa Negara,Impor,2011,,96431
388,387,Denmark,Neraca Perdagangan beberapa Negara,Impor,2012,,92295
389,388,Denmark,Neraca Perdagangan beberapa Negara,Impor,2013,,98374
390,389,Denmark,Neraca Perdagangan beberapa Negara,Impor,2014,,99127
391,390,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,5990
392,391,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,6945
393,392,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,7418
394,393,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,9052
395,394,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,8723
396,395,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,9303
397,396,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,6600
398,397,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,4631
399,398,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,6722
400,399,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,11445
401,400,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,12589
402,401,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,15469
403,402,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,13830
404,403,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,12977
405,404,Denmark,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,11363
406,405,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,
407,406,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,
408,407,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,
409,408,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,
410,409,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,181663
411,410,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,241473
412,411,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,301244
413,412,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,351930
414,413,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,467581
415,414,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,301656
416,415,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,397668
417,416,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,516481
418,417,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,525383
419,418,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,527266
420,419,Federasi Rusia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,497561
421,420,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2000,,
422,421,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2001,,
423,422,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2002,,
424,423,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2003,,
425,424,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2004,,75569
426,425,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2005,,98708
427,426,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2006,,137807
428,427,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2007,,199754
429,428,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2008,,267101
430,429,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2009,,167411
431,430,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2010,,229655
432,431,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2011,,305605
433,432,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2012,,314150
434,433,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2013,,314967
435,434,Federasi Rusia,Neraca Perdagangan beberapa Negara,Impor,2014,,285893
436,435,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,
437,436,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,
438,437,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,
439,438,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,
440,439,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,106093
441,440,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,142766
442,441,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,163437
443,442,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,152176
444,443,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,200480
445,444,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,134245
446,445,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,168013
447,446,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,210877
448,447,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,211233
449,448,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,212299
450,449,Federasi Rusia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,211668
451,450,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2000,,39794
452,451,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2001,,32664
453,452,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2002,,36510
454,453,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2003,,36231
455,454,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2004,,39680
456,455,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2005,,39879
457,456,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2006,,47413
458,457,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2007,,50270
459,458,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2008,,49462
460,459,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2009,,38421
461,460,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2010,,51541
462,461,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2011,,48316
463,462,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2012,,52071
464,463,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2013,,53885
465,464,Filipina,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
466,465,Filipina,Neraca Perdagangan beberapa Negara,Impor,2000,,36887
467,466,Filipina,Neraca Perdagangan beberapa Negara,Impor,2001,,34944
468,467,Filipina,Neraca Perdagangan beberapa Negara,Impor,2002,,37202
469,468,Filipina,Neraca Perdagangan beberapa Negara,Impor,2003,,39502
470,469,Filipina,Neraca Perdagangan beberapa Negara,Impor,2004,,42345
471,470,Filipina,Neraca Perdagangan beberapa Negara,Impor,2005,,46963
472,471,Filipina,Neraca Perdagangan beberapa Negara,Impor,2006,,54077
473,472,Filipina,Neraca Perdagangan beberapa Negara,Impor,2007,,57708
474,473,Filipina,Neraca Perdagangan beberapa Negara,Impor,2008,,60491
475,474,Filipina,Neraca Perdagangan beberapa Negara,Impor,2009,,45856
476,475,Filipina,Neraca Perdagangan beberapa Negara,Impor,2010,,58533
477,476,Filipina,Neraca Perdagangan beberapa Negara,Impor,2011,,64097
478,477,Filipina,Neraca Perdagangan beberapa Negara,Impor,2012,,65845
479,478,Filipina,Neraca Perdagangan beberapa Negara,Impor,2013,,65048
480,479,Filipina,Neraca Perdagangan beberapa Negara,Impor,2014,,
481,480,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,2907
482,481,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,2280
483,482,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,692
484,483,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,3271
485,484,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,2664
486,485,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,7084
487,486,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,6665
488,487,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,7438
489,488,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,11030
490,489,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,7436
491,490,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,6992
492,491,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,15781
493,492,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,13773
494,493,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,11163
495,494,Filipina,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
496,495,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,45482
497,496,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,42802
498,497,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,44671
499,498,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,52514
500,499,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,60916
501,500,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,65240
502,501,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,77287
503,502,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,90091
504,503,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,96890
505,504,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,62859
506,505,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,69492
507,506,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,79126
508,507,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,73114
509,508,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,74433
510,509,Finlandia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,73982
511,510,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2000,,33900
512,511,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2001,,32114
513,512,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2002,,33642
514,513,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2003,,41601
515,514,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2004,,50677
516,515,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2005,,58474
517,516,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2006,,69448
518,517,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2007,,81756
519,518,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2008,,92160
520,519,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2009,,60822
521,520,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2010,,68773
522,521,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2011,,84235
523,522,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2012,,76558
524,523,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2013,,77579
525,524,Finlandia,Neraca Perdagangan beberapa Negara,Impor,2014,,76161
526,525,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,11582
527,526,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,10688
528,527,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,11029
529,528,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,10913
530,529,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,10239
531,530,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,6765
532,531,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,7839
533,532,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,8335
534,533,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,4730
535,534,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,2037
536,535,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,719
537,536,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,5108
538,537,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,3444
539,538,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,3146
540,539,Finlandia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,2179
541,540,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2000,,201860
542,541,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2001,,189894
543,542,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2002,,200092
544,543,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2003,,223762
545,544,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2004,,259260
546,545,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2005,,289337
547,546,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2006,,316816
548,547,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2007,,344629
549,548,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2008,,362675
550,549,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2009,,318510
551,550,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2010,,390143
552,551,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2011,,428732
553,552,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2012,,442799
554,553,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2013,,458959
555,554,Hongkong,Neraca Perdagangan beberapa Negara,Ekspor,2014,,473659
556,555,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2000,,212805
557,556,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2001,,201076
558,557,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2002,,207644
559,558,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2003,,231896
560,559,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2004,,271074
561,560,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2005,,299533
562,561,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2006,,334681
563,562,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2007,,367864
564,563,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2008,,388505
565,564,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2009,,347311
566,565,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2010,,433111
567,566,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2011,,483633
568,567,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2012,,504405
569,568,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2013,,523558
570,569,Hongkong,Neraca Perdagangan beberapa Negara,Impor,2014,,544112
571,570,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,10945
572,571,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,11182
573,572,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,7552
574,573,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,8134
575,574,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,11814
576,575,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,10196
577,576,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,17865
578,577,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,23235
579,578,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,25830
580,579,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,28801
581,580,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,42968
582,581,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,54901
583,582,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,61606
584,583,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,64599
585,584,Hongkong,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,70453
586,585,India,Neraca Perdagangan beberapa Negara,Ekspor,2000,,42378
587,586,India,Neraca Perdagangan beberapa Negara,Ekspor,2001,,43352
588,587,India,Neraca Perdagangan beberapa Negara,Ekspor,2002,,50353
589,588,India,Neraca Perdagangan beberapa Negara,Ekspor,2003,,58964
590,589,India,Neraca Perdagangan beberapa Negara,Ekspor,2004,,76647
591,590,India,Neraca Perdagangan beberapa Negara,Ekspor,2005,,99618
592,591,India,Neraca Perdagangan beberapa Negara,Ekspor,2006,,121812
593,592,India,Neraca Perdagangan beberapa Negara,Ekspor,2007,,150160
594,593,India,Neraca Perdagangan beberapa Negara,Ekspor,2008,,194816
595,594,India,Neraca Perdagangan beberapa Negara,Ekspor,2009,,164912
596,595,India,Neraca Perdagangan beberapa Negara,Ekspor,2010,,226334
597,596,India,Neraca Perdagangan beberapa Negara,Ekspor,2011,,302892
598,597,India,Neraca Perdagangan beberapa Negara,Ekspor,2012,,296827
599,598,India,Neraca Perdagangan beberapa Negara,Ekspor,2013,,314809
600,599,India,Neraca Perdagangan beberapa Negara,Ekspor,2014,,
601,600,India,Neraca Perdagangan beberapa Negara,Impor,2000,,51563
602,601,India,Neraca Perdagangan beberapa Negara,Impor,2001,,50391
603,602,India,Neraca Perdagangan beberapa Negara,Impor,2002,,56496
604,603,India,Neraca Perdagangan beberapa Negara,Impor,2003,,72559
605,604,India,Neraca Perdagangan beberapa Negara,Impor,2004,,99757
606,605,India,Neraca Perdagangan beberapa Negara,Impor,2005,,142865
607,606,India,Neraca Perdagangan beberapa Negara,Impor,2006,,178485
608,607,India,Neraca Perdagangan beberapa Negara,Impor,2007,,229349
609,608,India,Neraca Perdagangan beberapa Negara,Impor,2008,,321026
610,609,India,Neraca Perdagangan beberapa Negara,Impor,2009,,257200
611,610,India,Neraca Perdagangan beberapa Negara,Impor,2010,,350192
612,611,India,Neraca Perdagangan beberapa Negara,Impor,2011,,464507
613,612,India,Neraca Perdagangan beberapa Negara,Impor,2012,,489689
614,613,India,Neraca Perdagangan beberapa Negara,Impor,2013,,465529
615,614,India,Neraca Perdagangan beberapa Negara,Impor,2014,,
616,615,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,9185
617,616,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,7038
618,617,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,6143
619,618,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,13595
620,619,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,23110
621,620,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2005,,43247
622,621,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2006,,56674
623,622,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2007,,79189
624,623,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2008,,126210
625,624,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2009,,92288
626,625,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2010,,123858
627,626,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2011,,161615
628,627,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2012,,192863
629,628,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2013,,150720
630,629,India,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2014,,
631,630,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2000,,62124
632,631,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2001,,56321
633,632,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2002,,57159
634,633,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2003,,61058
635,634,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2004,,71585
636,635,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2005,,85660
637,636,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2006,,100799
638,637,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2007,,114101
639,638,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2008,,137020
640,639,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2009,,116510
641,640,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2010,,157779
642,641,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2011,,203497
643,642,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2012,,190020
644,643,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2013,,182552
645,644,Indonesia,Neraca Perdagangan beberapa Negara,Ekspor,2014,,176293
646,645,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2000,,33515
647,646,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2001,,30962
648,647,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2002,,31289
649,648,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2003,,32551
650,649,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2004,,46525
651,650,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2005,,57701
652,651,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2006,,61066
653,652,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2007,,74473
654,653,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2008,,129197
655,654,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2009,,96829
656,655,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2010,,135663
657,656,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2011,,177436
658,657,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2012,,191690
659,658,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2013,,186629
660,659,Indonesia,Neraca Perdagangan beberapa Negara,Impor,2014,,178179
661,660,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2000,,28609
662,661,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2001,,25359
663,662,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2002,,25870
664,663,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2003,,28507
665,664,Indonesia,Neraca Perdagangan beberapa Negara,Neraca Perdagangan,2004,,25060
